"","AAPL","AXP","BA","CAT","CSCO","CVX","KO","DWDP","XOM","GS","HD","IBM","INTC","JNJ","JPM","MCD","MMM","MRK","MSFT","NKE","PFE","PG","TRV","UNH","UTX","V","VZ","WMT","DIS","WBA","GE","T","BAC","NKE.1","AA","BAC.1","C","MO","IP","GT","SHLD","HPQ"
"1997-06-20",0.555804,22.940155,56.875,26.78125,7.708333,37.25,35.6875,29.458334,31.75,NA,15.361111,44.9375,18.34375,32.9375,34.208332,25,51.0625,50,16.234375,7.5,19.083334,35.03125,39.6875,6.859375,21.8125,NA,34.399094,16.875,27.038134,13.28125,22.541666,30.25,34.5,7.5,45.657001,34.5,220,45.5,49.556213,62.375,NA,12.488647
"1997-06-23",0.549107,22.137796,54.625,26.34375,7.756945,36.375,34.875,29.25,30.875,NA,15.166667,43.875,18.148438,32,33.375,24.3125,50,49.3125,16.007813,7.359375,18.541666,34.21875,39,6.78125,20.96875,NA,33.612186,16.3125,26.503944,12.96875,21.833334,29.9375,33.375,7.359375,44.55162,33.375,211.666672,42.75,48.323471,61.25,NA,12.289964
"1997-06-24",0.546875,22.520741,55.0625,27.09375,7.854167,37.125,35.15625,29.791666,31.25,NA,15.513889,45.90625,18.5,33.1875,33.5,24.8125,50.5,51.5625,16.507813,7.484375,19.270834,34.40625,39.28125,6.765625,21.25,NA,33.724602,16.78125,27.120316,13.09375,22.104166,30.375,34.15625,7.484375,45.128342,34.15625,214.583328,44.1875,50.172585,62.25,NA,12.573796
"1997-06-25",0.540179,22.028383,54.75,26.78125,7.638889,36.90625,34.71875,29.6875,30.46875,NA,15.319445,45.9375,18.335938,32.59375,33.229168,24.1875,50.625,51.40625,16.304688,7.484375,19.875,34.03125,38.9375,6.828125,21,NA,33.162525,16.34375,26.95595,13,21.791666,29.40625,33.8125,7.484375,44.599682,33.8125,213.75,43.1875,49.432938,62.25,NA,12.417688
"1997-06-26",0.524554,21.91897,53.75,26.40625,7.513889,36.9375,34.9375,29.416666,30.59375,NA,15.055555,45.3125,17.960938,31.9375,32.770832,24.4375,51,50.875,16.03125,7.28125,19.875,34.125,38.125,6.765625,21.109375,NA,32.909592,16.5,26.81213,12.78125,21.708334,30.0625,33.3125,7.28125,45.200432,33.3125,210.833328,42.8125,48.939842,61.75,NA,12.26158
"1997-06-27",0.524554,22.08309,53,27,7.388889,36.375,35.5,29.354166,30.21875,NA,15.194445,45.625,17.78125,32.1875,32.541668,24.3125,51,51.25,15.9375,7.296875,20.333334,34.828125,38.6875,6.5625,21.09375,NA,33.218735,16.34375,26.277943,12.703125,21.770834,29.96875,32.625,7.296875,45.657001,32.625,212.5,42.75,48.385109,63.25,NA,12.389305
"1997-06-30",0.508929,21.736616,53.0625,26.84375,7.458333,36.96875,34,28.958334,30.625,NA,15.333333,45.125,17.726563,32.1875,32.354168,24.15625,51.125,51.15625,15.796875,7.296875,19.916666,35.3125,38.125,6.5,20.75,NA,34.118057,16.90625,26.380671,13.40625,21.666666,30.9375,32.28125,7.296875,45.200432,32.28125,210.208328,44.25,47.892014,63.3125,NA,12.715713
"1997-07-01",0.470982,22.028383,54.0625,26.3125,7.590278,37.71875,34.3125,29.125,31.625,NA,15.305555,45.90625,17.382813,31.5625,33.166668,24.3125,50.375,52.03125,15.617188,7.25,20.083334,34.90625,38.3125,6.53125,20.953125,NA,33.246838,16.96875,25.825937,13.578125,22.166666,30.4375,32.6875,7.25,45.801182,32.6875,215.833328,43.875,49.371304,63.0625,NA,12.460263
"1997-07-02",0.466518,22.210737,54.8125,26.8125,7.840278,37.6875,35.21875,29.229166,31.5625,NA,15.083333,46.71875,17.875,31.71875,34.166668,24.1875,50.375,52.3125,16.046875,7.171875,20.333334,35.40625,39.4375,6.5625,21.0625,NA,33.584084,17.25,25.271204,14.0625,22.520834,30.46875,33.0625,7.171875,46.95462,33.0625,222.916672,44,49.679485,62.75,NA,12.559605
"1997-07-03",0.488839,24.216633,55.1875,27.265625,7.951389,37.9375,35.375,29.333334,32.3125,NA,15.361111,47.40625,18.117188,32.09375,34.416668,24.375,50.90625,52.59375,16.195313,7.335938,21.25,36,40.25,6.625,21.5,NA,33.977539,17.71875,25.394478,14.5,23.125,30.8125,34,7.335938,46.257751,34,222.291672,45.375,49.926037,63.25,NA,12.800863
"1997-07-07",0.493304,22.867212,55.5625,27.0625,8.208333,37.75,34.9375,29.541666,31.65625,NA,15.416667,47.25,18.421875,32.375,34.333332,24.28125,50.65625,51.75,16.1875,7.148438,20.666666,36.03125,40.8125,6.640625,21.53125,NA,34.005642,17.59375,24.983564,14.203125,23.291666,31.03125,33.65625,7.148438,46.95462,33.65625,225.208328,44.75,50.48077,63.125,NA,12.914396
"1997-07-08",0.491071,22.830742,56.125,27.75,8.298611,37.875,35.28125,29.958334,31.78125,NA,15.25,47.875,18.703125,32.75,34.333332,24.375,51.53125,51.96875,16.40625,7.1875,21,37.34375,40.84375,6.5625,21.5,NA,33.190632,17.5,25.661572,14.1875,23.166666,30.90625,33.53125,7.1875,47.771641,33.53125,222.916672,44.4375,55.350098,63.375,NA,13.113079
"1997-07-09",0.488839,22.648388,56.25,27.671875,8.479167,37.1875,34.6875,29.854166,30.96875,NA,14.833333,48.09375,19.078125,31.84375,33.958332,24.03125,51.34375,50.59375,16.34375,7.328125,20.645834,37.296875,40.3125,6.351563,21.078125,NA,32.206997,16.8125,25.33284,14.375,22.8125,30,33.28125,7.328125,46.59417,33.28125,220,43.4375,54.178993,61.875,NA,13.169846
"1997-07-10",0.473214,22.903683,55.3125,28.203125,8.479167,37.3125,34.8125,30.375,30.90625,NA,14.833333,47.875,18.765625,31.1875,33.791668,24.4375,51.375,50.25,16.234375,7.351563,20.583334,37.34375,40.375,6.382813,21.25,NA,32.937695,17.53125,25.271204,14.65625,23.166666,30.9375,33.21875,7.351563,46.570141,33.21875,222.5,43.375,57.199211,63.125,NA,13.240804
"1997-07-11",0.542411,23.304863,56.5,28.71875,8.388889,37.875,34.90625,30.1875,30.875,NA,14.958333,47.875,19.226563,31.53125,34.020832,24.96875,51.65625,50.75,16.21875,7.34375,20.604166,37.21875,40.34375,6.46875,21.1875,NA,32.122684,17.71875,25.127384,14.578125,23.541666,30.28125,33.3125,7.34375,46.305809,33.3125,220.625,43.3125,56.58284,62.4375,NA,13.851045
"1997-07-14",0.558036,22.976625,57.125,28.0625,8.506945,37.90625,34.875,29.979166,30.375,NA,15.25,47.625,19.6875,31.46875,34,25.28125,51.75,50.3125,16.992188,7.5,20.1875,37.078125,40.09375,6.351563,21.1875,NA,31.363882,17.84375,25.435568,14.8125,23.666666,29.5625,33.65625,7.5,46.474018,33.65625,217.291672,42.75,58.863411,62.5625,NA,14.773501
"1997-07-15",0.569196,23.39604,58.0625,27.75,8.663189,38.3125,35.0625,30.229166,31.125,NA,15.375,48,20.226549,30.875,34.1875,24.90625,51.25,50.28125,17.308588,7.71875,20.5,38.140625,40.125,6.5625,21.53125,NA,32.431828,17.875,25.62048,14.640625,24.0625,29.375,33.40625,7.71875,47.699551,33.40625,220.833328,42.5625,57.692307,62,NA,15.497275
"1997-07-16",0.587054,23.013096,59.6875,28.34375,8.8125,38.78125,35.4375,30.833334,31.375,NA,15.729167,48.8125,22.09375,31,34.25,24.96875,51,49.25,18.554688,7.59375,19.75,38.375,39.96875,6.742188,21.796875,NA,32.178894,17.90625,25.928665,14.703125,24.666666,29.25,34.1875,7.59375,48.420448,34.1875,228.333328,43.3125,59.048325,63.375,NA,15.639192
"1997-07-17",0.625,22.703094,56.75,28.03125,8.743055,38.6875,34.9375,30.5,31.4375,NA,15.6875,49.8125,21.953125,31.1875,34.416668,25.125,49.75,53.375,18.6875,7.742188,20.083334,38.265625,39.71875,6.71875,21.640625,NA,31.054739,17.75,25.558844,14.5,24.395834,28.28125,33.8125,7.742188,49.42971,33.8125,225.833328,42,59.109959,63.1875,NA,15.099909
"1997-07-18",0.619418,22.192503,56.0625,27.1875,8.489578,37.8125,34.625,29.979166,30.21875,NA,15.541667,52.25,21.609375,30.09375,34,24.96875,49.1875,53.1875,17.5625,7.726563,19.5,37.1875,39.21875,6.625,21.1875,NA,31.532505,17.5,24.942472,14.28125,23.708334,28.21875,32.78125,7.726563,48.68478,32.78125,221.875,41,58.000492,62.625,NA,14.787693
"1997-07-21",0.577007,22.703094,54.375,28.375,8.527778,37.4375,34.15625,29.875,30.65625,NA,15.375,51.875,21.421875,30.34375,34,25.0625,49.28125,52.3125,16.992188,7.59375,19.520834,37.375,39.75,6.671875,21.203125,NA,32.150787,17.875,24.716469,14,23.541666,28.28125,33.5,7.59375,48.39642,33.5,219.166672,40.5,56.644478,63.0625,NA,14.730927
"1997-07-22",0.591518,22.885448,56.375,28.09375,8.777778,38.8125,35.0625,30.291666,31.4375,NA,15.729167,51.5,22.1875,31.46875,35.166668,25.4375,50.15625,53.09375,18.015625,7.65625,20.333334,37.96875,40.125,6.625,21.5625,NA,33.359253,18.0625,25.517752,14.5,23.958334,29.375,34.15625,7.65625,49.95837,34.15625,226.041672,42.625,58.24704,63.25,NA,15.000567
"1997-07-23",0.575893,23.086037,59.0625,27.84375,8.930555,38.40625,34.53125,30.229166,30.71875,NA,15.541667,52.5625,22.328125,31.3125,35.333332,25.96875,49.25,52.34375,17.679688,7.726563,20.583334,38,40.375,6.851563,21.46875,NA,32.51614,18.25,25.62048,14.359375,24.0625,29.40625,33.75,7.726563,51.063751,33.75,227.708328,42.5,58.740139,63.5,NA,14.943801
"1997-07-24",0.564732,23.23192,60,27.5,8.875,38.4375,35.09375,30.104166,31,NA,15.833333,53.90625,22.4375,30.9375,35.708332,26.25,47.8125,51.875,17.25,7.640625,20.583334,38.375,40.875,7.078125,21.40625,NA,31.925959,18.5,26.072485,14.765625,23.958334,28.90625,34.28125,7.640625,50.463001,34.28125,235.833328,43.9375,58.370316,63.625,NA,14.716735
"1997-07-25",0.580357,23.213686,58.875,28.40625,8.854167,39,35.0625,29.979166,31.40625,NA,15.8125,53.5,22.296875,30.78125,35.354168,26.625,47.3125,51.5,17.3125,7.671875,19.875,38.328125,40.75,6.953125,21.3125,NA,31.588713,19.1875,25.969757,14.5,24.104166,29.09375,33.875,7.671875,50.583149,33.875,232.291672,44.6875,56.336292,63.625,NA,14.872843
"1997-07-28",0.587054,23.013096,58.0625,28.78125,8.597222,39.15625,34.84375,30.104166,31.6875,NA,15.958333,52.5,22.140625,30.28125,35.416668,26.875,47.625,50.3125,17.125,7.5625,19.3125,37.8125,40.90625,6.859375,21.125,NA,32.178894,19.28125,26.175213,14.4375,23.854166,29.53125,33.9375,7.5625,51.784649,33.9375,232.083328,44.875,55.658283,64.5,NA,15.043142
"1997-07-29",0.589286,24.052515,58.5625,29.875,8.805555,39.3125,34.84375,30.708334,31.375,NA,16.125,51.4375,22.03125,30.53125,36.291668,26.84375,48.28125,51.375,17.492188,7.679688,19.541666,37.59375,40.375,6.953125,21.28125,NA,32.319412,18.875,26.339579,14.21875,23.645834,29.5625,34.8125,7.679688,51.68853,34.8125,237.916672,45.125,56.459564,64.9375,NA,15.028951
"1997-07-30",0.620536,24.161926,58.6875,29.75,8.833333,39.75,34.9375,31.208334,31.96875,NA,16.333334,53,22.34375,30.8125,37.5,27.34375,47.53125,52,17.640625,7.84375,19.8125,38.28125,39.875,7.085938,21.28125,NA,32.51614,18.9375,26.606674,14.4375,23.583334,29.96875,35.09375,7.84375,52.625702,35.09375,239.166672,45.9375,56.891026,66.125,NA,15.397934
"1997-07-31",0.625,24.435459,58.6875,28,8.840278,39.5,34.5625,31.666666,32.125,NA,16.604166,52.875,22.953125,31.0625,37.854168,26.875,47.375,51.9375,17.671875,7.828125,19.875,38.03125,39.21875,7.125,21.140625,NA,32.628555,18.75,26.565582,14.125,23.375,29.59375,35.59375,7.828125,53.058239,35.59375,239.791672,45.125,55.350098,64.6875,NA,15.894641
"1997-08-01",0.685268,24.253103,58.5,29.46875,8.868055,39.3125,34.3125,31.354166,31.8125,NA,16.395834,52.375,23.40625,30.53125,37.4375,26.28125,47.125,51.25,17.578125,7.734375,19.5625,37.84375,38.875,7.0625,20.984375,NA,32.263203,18.34375,26.483398,14.296875,23.041666,29.1875,35.1875,7.734375,52.457489,35.1875,236.458328,45,56.952663,65.125,NA,15.653383
"1997-08-04",0.705357,24.216633,58.4375,29.4375,9.069445,39.75,34.46875,31.291666,32,NA,16.541666,53.125,24.1875,30.46875,37,26.46875,47.59375,51.5625,17.695313,7.796875,19.166666,37.3125,38.65625,7.5,21.171875,NA,33.33115,18.9375,26.606674,14.359375,22.666666,29.375,35.3125,7.796875,52.36137,35.3125,232.083328,44.6875,56.274654,64.125,NA,15.823683
"1997-08-05",0.705357,24.161926,58.125,29.25,9.104167,39.9375,34,31.479166,31.78125,NA,16.708334,53.25,24.921875,30.71875,36.520832,26.03125,47.78125,51.5,17.914063,7.710938,19.604166,37,38.5625,7.164063,20.9375,NA,32.797176,18.8125,26.277943,14.34375,22.583334,29,34.59375,7.710938,52.866001,34.59375,232.916672,44.3125,55.781559,64.125,NA,16.008175
"1997-08-06",0.939732,24.617813,58.3125,29.25,8.930555,40.09375,34.0625,31.791666,32.4375,NA,16.666666,53.9375,25.015625,31.125,37.291668,26.1875,47.9375,51,17.929688,7.625,19.291666,37.1875,38.46875,7.257813,21.234375,NA,33.865124,19.1875,26.565582,14.4375,23.104166,29.125,35,7.625,52.625702,35,233.333328,45.5625,56.76775,64.75,NA,15.979791
"1997-08-07",1.042411,24.198399,59.125,30.34375,8.756945,39,33.28125,31.479166,32.0625,NA,16.708334,53.6875,25.015625,30.34375,36.333332,26.15625,47.96875,49.875,17.992188,7.46875,19.125,36.65625,38.09375,6.34375,21.078125,NA,33.190632,19.03125,26.010849,14.40625,22.75,29,34.3125,7.46875,53.154362,34.3125,228.75,45,56.213017,65,NA,15.837874
"1997-08-08",0.957589,23.468981,58.5,29.1875,8.569445,38.84375,31.34375,31.041666,31,NA,16.166666,52.625,24.453125,29.65625,35.8125,25.78125,47.40625,49.40625,17.5,7.382813,18.4375,35.96875,37.21875,6.46875,20.546875,NA,32.909592,18.53125,26.031393,14.234375,22.354166,28.84375,33,7.382813,51.928829,33,220.416672,44.625,54.857002,64.375,NA,15.681767
"1997-08-11",0.877232,23.979572,59.0625,29.625,8.381945,40.03125,30.875,31.645834,31.4375,NA,16.416666,51.5,24.03125,29.15625,36.25,25.8125,47.53125,47.625,17.28125,7.53125,18.291666,36.640625,37.65625,6.21875,20.515625,NA,34.061848,18.5,26.175213,14.3125,22.541666,29,33.5625,7.53125,51.376141,33.5625,224.583328,45.6875,56.521202,64.625,NA,15.610808
"1997-08-12",0.787946,23.633101,56.6875,29.28125,8.25,40.40625,30.46875,31.479166,31.25,NA,16.354166,51.71875,23.828125,28.78125,36.333332,25.5625,47.25,46.8125,17,7.6875,17.729166,35.609375,37.65625,6.125,20.375,NA,34.005642,17.96875,25.764299,14.0625,22.0625,29.1875,33.0625,7.6875,51.063751,33.0625,219.583328,45.5,56.089745,65.4375,NA,15.468892
"1997-08-13",0.84375,23.997808,58.0625,29.65625,8.347222,39.5,30.21875,31.520834,30.375,NA,16.333334,52.1875,24.09375,28.53125,37.083332,25.21875,46.9375,46.3125,17.007813,7.71875,17.833334,35.4375,37.78125,6.03125,20.296875,NA,33.584084,18.46875,25.969757,13.90625,22.25,28.75,33.0625,7.71875,50.655239,33.0625,226.458328,44.875,56.58284,64.625,NA,15.412126
"1997-08-14",0.821429,24.125456,57.9375,29.71875,8.555555,39.28125,30.03125,31.604166,30.1875,NA,16.1875,51.8125,23.96875,29.5,37.104168,25.71875,47.375,46.65625,17.03125,7.773438,18,36.109375,37.625,6.179688,20.25,NA,34.14616,17.90625,25.928665,13.84375,22.25,28.65625,33.34375,7.773438,50.174641,33.34375,227.5,46.3125,56.706116,64,NA,15.866258
"1997-08-15",0.830357,23.523687,55.4375,29.03125,8.305555,38.59375,29.375,30.666666,29.5,NA,15.875,49.96875,23.03125,28.03125,36.625,25,45.75,45.4375,16.609375,7.4375,17.625,34.140625,37.34375,6.242188,19.921875,NA,33.921329,17.53125,25.18902,13.25,21.125,28.125,32.5,7.4375,48.901051,32.5,219.583328,45.125,54.363907,62.3125,NA,15.000567
"1997-08-18",0.84375,23.487217,56,29.1875,8.451389,38.8125,30.1875,29.666666,31.09375,NA,16,52,23.640625,29.03125,36.666668,25.0625,45.875,46.625,16.734375,7.4375,17.479166,33.78125,37.1875,6.234375,20.1875,NA,33.584084,17.84375,25.846483,13.6875,21.958334,28.25,32.28125,7.4375,50.126579,32.28125,222.5,44.9375,53.377712,62.3125,NA,14.489669
"1997-08-19",0.872768,24.161926,57.375,29.78125,8.416667,39.46875,30.40625,30.25,31.125,NA,16.479166,53.96875,24.476549,29.5625,37.166668,24.875,46.46875,47.375,17.351563,7.210938,17.729166,34.71875,37.875,6.335938,20.4375,NA,33.27494,17.9375,26.195759,13.90625,22.125,27.90625,32.53125,7.210938,51.063751,32.53125,227.083328,44.4375,53.932446,62.9375,NA,14.67416
"1997-08-20",0.879464,24.362516,57.25,30.46875,8.708333,39.625,30.75,30.645834,31.6875,NA,16.875,54,25.125,29.78125,38.166668,24.96875,46.625,47.875,17.570313,7.125,18.625,35.25,38.40625,6.273438,20.375,NA,33.612186,18.59375,26.421762,14.03125,22.625,27.9375,32.90625,7.125,51.08778,32.90625,229.583328,45.75,55.041912,63,NA,14.745118
"1997-08-21",0.857143,23.815454,56.5,30.0625,8.604167,39.375,30.28125,30.145834,31.15625,NA,16.5625,52.875,24.59375,29.5625,38.041668,24.8125,45.75,47.375,17.234375,6.992188,18.5,34.46875,37.875,6.179688,20.1875,NA,33.865124,18.34375,25.928665,13.5625,21.979166,27.96875,32.375,6.992188,50.799419,32.375,224.583328,44.75,53.932446,62.75,NA,14.532244
"1997-08-22",0.84375,23.906631,55.625,29.625,8.527778,39.71875,30.34375,29.9375,31.375,NA,16.333334,53.1875,24.046875,29.34375,38,24.875,46.25,47.1875,17.15625,6.984375,18.6875,34.625,37.84375,6.210938,19.9375,NA,32.712864,18.125,25.682117,13.84375,21.625,27.6875,32.0625,6.984375,50.775391,32.0625,222.708328,44.3125,53.069527,63,NA,14.50386
"1997-08-25",0.823661,23.651335,55.5,29.875,8.6875,39.28125,29.84375,29.770834,31.15625,NA,16.416666,52.5,23.546875,28.875,37.895832,24.65625,46.34375,46.75,17.0625,6.9375,18.541666,34.0625,37.5,6.125,19.84375,NA,33.162525,18.375,25.743753,13.65625,21.375,27.4375,32,6.9375,51.83271,32,220.833328,44.9375,53.870808,62.9375,NA,14.220027
"1997-08-26",0.794643,23.268393,54.375,29.3125,8.618055,39.125,29.5,29.645834,30.875,NA,16.125,51.65625,23.171875,28.59375,37.583332,24.25,45.875,45.8125,16.875,6.867188,17.958334,34.25,36.5625,6.140625,19.609375,NA,33.134422,18.03125,25.47666,14,21.083334,27.34375,31.84375,6.867188,51.352112,31.84375,216.25,45.25,53.685898,62.9375,NA,14.16326
"1997-08-27",0.810268,23.35957,55.3125,30.03125,8.569445,39.96875,29.3125,29.75,31.625,NA,16.083334,51.9375,23.515625,29,37.875,24.125,45.75,46.4375,16.820313,6.734375,18.458334,34.0625,36.8125,6.09375,19.6875,NA,33.780811,17.96875,25.805391,13.71875,20.916666,27.71875,31.90625,6.734375,50.222698,31.90625,214.166672,45.375,52.761341,62.6875,NA,14.191644
"1997-08-28",0.785714,22.848976,55.125,28.90625,8.333333,39.53125,29.125,29.645834,30.9375,NA,15.895833,50.5625,23.09375,28.5,37.416668,23.375,45.46875,46,16.507813,6.65625,18.166666,33.71875,36.65625,6.0625,19.65625,NA,33.106319,17.78125,25.558844,13.59375,20.833334,27.3125,31.65625,6.65625,50.523075,31.65625,213.333328,44.125,52.946251,61.75,NA,13.865236
"1997-08-29",0.776786,22.684858,54.5,29.03125,8.375,38.71875,28.65625,29.5,30.59375,NA,15.729167,50.6875,23.03125,28.34375,37.0625,23.65625,44.9375,45.90625,16.523438,6.671875,18.479166,33.28125,36.6875,6.078125,19.515625,NA,32.544243,17.75,25.250658,13.46875,20.854166,27.1875,29.875,6.671875,49.35762,29.875,211.666672,43.6875,52.021698,61.625,NA,13.964578
"1997-09-02",0.799107,23.35957,57,29.21875,8.583333,40.1875,29.9375,29.9375,32,NA,16.208334,52.03125,23.765625,29.1875,37.916668,23.625,45.78125,47.84375,17.148438,6.945313,19.291666,34.5,37.5,6.257813,20.03125,NA,33.05011,18.84375,25.969757,13.65625,22.0625,27.90625,29.375,6.945313,51.135841,29.375,222.916672,45.3125,53.500988,63.125,NA,14.33356
"1997-09-03",0.803571,23.35957,57.4375,29.90625,8.645833,40.09375,29.5,29.666666,32.0625,NA,16.833334,51.78125,23.453125,28.96875,38.0625,23.4375,46.1875,47.96875,17.070313,7.039063,19.020834,34.28125,37.8125,6.34375,20.4375,NA,33.584084,19,26.154669,13.78125,22.333334,28.21875,29.15625,7.039063,50.463001,29.15625,225.833328,45.5625,53.254436,62.75,NA,14.50386
"1997-09-04",0.803571,23.450747,56.25,28.1875,8.604167,39.9375,29.8125,29.125,32.125,NA,16.833334,51.875,23.65625,29.34375,38.208332,23.125,46.25,47.65625,17.273438,6.921875,19.166666,34.109375,37.8125,6.40625,20.4375,NA,34.174263,19.03125,25.538298,13.78125,22.1875,28.5625,28.71875,6.921875,50.006432,28.71875,225,44.6875,53.131165,61.75,NA,14.688352
"1997-09-05",0.792411,23.450747,55.375,28.4375,8.701389,39.1875,29.9375,28.770834,32,NA,16.75,51.8125,23.640625,29.0625,38.166668,23.25,45.9375,47.75,17.164063,6.796875,19.4375,33.25,38.25,6.625,19.875,NA,34.174263,18.90625,25.702663,13.8125,22.083334,28.5,28.4375,6.796875,50.054489,28.4375,225,44.375,53.316074,62,NA,14.773501
"1997-09-08",0.767857,23.669571,55,28.1875,8.430555,40.34375,29.5625,29.479166,32.125,NA,16.75,51.4375,23.984375,28.75,38.583332,23.375,46.03125,46.8125,17.414063,6.78125,19.416666,33.40625,38.5625,6.523438,19.90625,NA,34.483406,19.15625,25.599934,13.75,22.3125,28.5,28.78125,6.78125,49.28553,28.78125,225.208328,44.125,52.761341,62,NA,15.085717
"1997-09-09",0.779018,23.39604,54.125,27.65625,8.444445,40.8125,29.375,29.708334,32.25,NA,16.708334,50,24.4375,28.84375,38.541668,23.1875,46.0625,47.21875,17.4375,6.828125,19.354166,33.453125,38.46875,6.617188,19.859375,NA,35.101692,19.3125,25.805391,13.5625,22.25,28.5,29.5,6.828125,49.501801,29.5,227.083328,44.8125,52.822979,62.1875,NA,15.326976
"1997-09-10",0.819196,23.049566,52.875,26.71875,8.055555,40.5625,28.8125,29.520834,31.46875,NA,16.583334,48.5,23.875,28.09375,37.6875,23.0625,45.03125,46.21875,16.890625,6.640625,18.708334,32.359375,38.375,6.601563,19.484375,NA,34.820652,18.8125,25.558844,13.0625,21.979166,28.40625,29.09375,6.640625,48.75687,29.09375,220.416672,43.6875,52.761341,62.5,NA,15.19925
"1997-09-11",0.799107,22.538975,51.6875,26.8125,8.020833,40.40625,28.0625,29.291666,31.0625,NA,16.9375,49,23.8125,28.3125,37.125,23.375,45.03125,46.1875,17.101563,6.75,18.416666,32.875,38.09375,6.5625,19.34375,NA,34.848759,19.0625,24.901381,13.15625,21.666666,28.3125,28.90625,6.75,48.08403,28.90625,216.666672,42.125,51.158775,62.0625,NA,15.014759
"1997-09-12",0.787946,22.666622,52.9375,27,8.027778,41.1875,28.53125,29.5625,31.53125,NA,16.916666,48.875,23.5625,28.75,37.666668,23.375,45.875,46.40625,17.242188,6.78125,19.395834,33.375,38.65625,6.703125,19.546875,NA,35.607559,19.375,25.353386,13.46875,22.083334,28.84375,29.5,6.78125,47.098801,29.5,220.833328,42.625,50.973866,63.375,NA,15.213442
"1997-09-15",0.767857,22.429562,51.4375,26.75,7.75,41.28125,28.78125,29.625,31.375,NA,17.3125,48.125,23.015625,28.90625,37.5,23.03125,44.625,46.84375,16.335938,6.625,19.354166,33.84375,38.4375,6.679688,19.640625,NA,34.567719,19.125,25.373932,13.3125,22.125,28.78125,29.28125,6.625,48.108059,29.28125,221.041672,41.1875,51.651875,64.5625,NA,14.816076
"1997-09-16",0.783482,23.560158,52.25,27.84375,8.277778,43.53125,29.625,30.020834,32.3125,NA,17.8125,49.8125,23.953125,29.375,38.520832,23.5,44.1875,48.34375,17.046875,6.640625,20.020834,35.71875,40.40625,6.710938,20.15625,NA,35.860497,19.125,25.990303,13.65625,22.854166,30.1875,29.53125,6.640625,49.405682,29.53125,233.958328,42.125,52.32988,65.5625,NA,15.412126
