,Dates,Daily.Returns,Close,,Dates,Daily.Returns,Close
,,,,,16/03/11,-0.019,1256.880005
,,,,,17/03/11,0.013,1273.719971
,,,,,18/03/11,0.004,1279.209961
,,,,,21/03/11,0.015,1298.380005
,,,,,22/03/11,-0.004,1293.77002
,,,,,23/03/11,0.003,1297.540039
,,,,,24/03/11,0.009,1309.660034
,,,,,25/03/11,0.003,1313.800049
,,,,,28/03/11,-0.003,1310.189941
,,,,,29/03/11,0.007,1319.439941
,,,,,30/03/11,0.007,1328.26001
,,,,,31/03/11,-0.002,1325.829956
,,,,,01/04/11,0.005,1332.410034
,,,,,04/04/11,0,1332.869995
,,,,,05/04/11,0,1332.630005
,,,,,06/04/11,0.002,1335.540039
,,,,,07/04/11,-0.002,1333.51001
,,,,,08/04/11,-0.004,1328.170044
,,,,,11/04/11,-0.003,1324.459961
,,,,,12/04/11,-0.008,1314.160034
,,,,,13/04/11,0,1314.410034
,,,,,14/04/11,0,1314.52002
,,,,,15/04/11,0.004,1319.680054
,,,,,18/04/11,-0.011,1305.140015
,,,,,19/04/11,0.006,1312.619995
,,,,,20/04/11,0.014,1330.359985
,,,,,21/04/11,0.005,1337.380005
,,,,,25/04/11,-0.002,1335.25
,,,,,26/04/11,0.009,1347.23999
,,,,,27/04/11,0.006,1355.660034
,,,,,28/04/11,0.004,1360.47998
,,,,,29/04/11,0.002,1363.609985
,,,,,02/05/11,-0.002,1361.219971
,,,,,03/05/11,-0.003,1356.619995
,,,,,04/05/11,-0.007,1347.319946
,,,,,05/05/11,-0.009,1335.099976
,,,,,06/05/11,0.004,1340.199951
,,,,,09/05/11,0.005,1346.290039
,,,,,10/05/11,0.008,1357.160034
,,,,,11/05/11,-0.011,1342.079956
,,,,,12/05/11,0.005,1348.650024
,,,,,13/05/11,-0.008,1337.77002
,,,,,16/05/11,-0.006,1329.469971
,,,,,17/05/11,0,1328.97998
,,,,,18/05/11,0.009,1340.680054
,,,,,19/05/11,0.002,1343.599976
,,,,,20/05/11,-0.008,1333.27002
,,,,,23/05/11,-0.012,1317.369995
,,,,,24/05/11,-0.001,1316.280029
,,,,,25/05/11,0.003,1320.469971
,,,,,26/05/11,0.004,1325.689941
,,,,,27/05/11,0.004,1331.099976
,,,,,31/05/11,0.011,1345.199951
,,,,,01/06/11,-0.023,1314.550049
,,,,,02/06/11,-0.001,1312.939941
,,,,,03/06/11,-0.01,1300.160034
,,,,,06/06/11,-0.011,1286.170044
,,,,,07/06/11,-0.001,1284.939941
,,,,,08/06/11,-0.004,1279.560059
,,,,,09/06/11,0.007,1289
,,,,,10/06/11,-0.014,1270.97998
,,,,,13/06/11,0.001,1271.829956
,,,,,14/06/11,0.013,1287.869995
,,,,,15/06/11,-0.017,1265.420044
,,,,,16/06/11,0.002,1267.640015
,,,,,17/06/11,0.003,1271.5
,,,,,20/06/11,0.005,1278.359985
,,,,,21/06/11,0.013,1295.52002
,,,,,22/06/11,-0.006,1287.140015
,,,,,23/06/11,-0.003,1283.5
,,,,,24/06/11,-0.012,1268.449951
,,,,,27/06/11,0.009,1280.099976
,,,,,28/06/11,0.013,1296.670044
,,,,,29/06/11,0.008,1307.410034
,,,,,30/06/11,0.01,1320.640015
,,,,,01/07/11,0.014,1339.670044
,,,,,05/07/11,-0.001,1337.880005
,,,,,06/07/11,0.001,1339.219971
,,,,,07/07/11,0.01,1353.219971
,,,,,08/07/11,-0.007,1343.800049
,,,,,11/07/11,-0.018,1319.48999
,,,,,12/07/11,-0.004,1313.640015
,,,,,13/07/11,0.003,1317.719971
,,,,,14/07/11,-0.007,1308.869995
,,,,,15/07/11,0.006,1316.140015
,,,,,18/07/11,-0.008,1305.439941
,,,,,19/07/11,0.016,1326.72998
,,,,,20/07/11,-0.001,1325.839966
,,,,,21/07/11,0.014,1343.800049
,,,,,22/07/11,0.001,1345.02002
,,,,,25/07/11,-0.006,1337.430054
,,,,,26/07/11,-0.004,1331.939941
,,,,,27/07/11,-0.02,1304.890015
,,,,,28/07/11,-0.003,1300.670044
,,,,,29/07/11,-0.006,1292.280029
,,,,,01/08/11,-0.004,1286.939941
,,,,,02/08/11,-0.026,1254.050049
,,,,,03/08/11,0.005,1260.339966
,,,,,04/08/11,-0.048,1200.069946
,,,,,05/08/11,-0.001,1199.380005
,,,,,08/08/11,-0.067,1119.459961
,,,,,09/08/11,0.047,1172.530029
,,,,,10/08/11,-0.044,1120.76001
,,,,,11/08/11,0.046,1172.640015
,,,,,12/08/11,0.005,1178.810059
,,,,,15/08/11,0.022,1204.48999
,,,,,16/08/11,-0.01,1192.76001
,,,,,17/08/11,0.001,1193.890015
,,,,,18/08/11,-0.045,1140.650024
,,,,,19/08/11,-0.015,1123.530029
,,,,,22/08/11,0,1123.819946
,,,,,23/08/11,0.034,1162.349976
,,,,,24/08/11,0.013,1177.599976
,,,,,25/08/11,-0.016,1159.27002
,,,,,26/08/11,0.015,1176.800049
,,,,,29/08/11,0.028,1210.079956
,,,,,30/08/11,0.002,1212.920044
,,,,,31/08/11,0.005,1218.890015
,,,,,01/09/11,-0.012,1204.420044
,,,,,02/09/11,-0.025,1173.969971
,,,,,06/09/11,-0.007,1165.23999
,,,,,07/09/11,0.029,1198.619995
,,,,,08/09/11,-0.011,1185.900024
,,,,,09/09/11,-0.027,1154.22998
,,,,,12/09/11,0.007,1162.27002
,,,,,13/09/11,0.009,1172.869995
,,,,,14/09/11,0.013,1188.680054
,,,,,15/09/11,0.017,1209.109985
,,,,,16/09/11,0.006,1216.01001
,,,,,19/09/11,-0.01,1204.089966
,,,,,20/09/11,-0.002,1202.089966
,,,,,21/09/11,-0.029,1166.76001
,,,,,22/09/11,-0.032,1129.560059
,,,,,23/09/11,0.006,1136.430054
,,,,,26/09/11,0.023,1162.949951
,,,,,27/09/11,0.011,1175.380005
,,,,,28/09/11,-0.021,1151.060059
,,,,,29/09/11,0.008,1160.400024
,,,,,30/09/11,-0.025,1131.420044
,,,,,03/10/11,-0.028,1099.22998
,,,,,04/10/11,0.022,1123.949951
,,,,,05/10/11,0.018,1144.030029
,,,,,06/10/11,0.018,1164.969971
,,,,,07/10/11,-0.008,1155.459961
,,,,,10/10/11,0.034,1194.890015
,,,,,11/10/11,0.001,1195.540039
,,,,,12/10/11,0.01,1207.25
,,,,,13/10/11,-0.003,1203.660034
,,,,,14/10/11,0.017,1224.579956
,,,,,17/10/11,-0.019,1200.859985
,,,,,18/10/11,0.02,1225.380005
,,,,,19/10/11,-0.013,1209.880005
,,,,,20/10/11,0.005,1215.390015
,,,,,21/10/11,0.019,1238.25
,,,,,24/10/11,0.013,1254.189941
,,,,,25/10/11,-0.02,1229.050049
,,,,,26/10/11,0.011,1242
,,,,,27/10/11,0.034,1284.589966
,,,,,28/10/11,0,1285.089966
,,,,,31/10/11,-0.025,1253.300049
,,,,,01/11/11,-0.028,1218.280029
,,,,,02/11/11,0.016,1237.900024
,,,,,03/11/11,0.019,1261.150024
,,,,,04/11/11,-0.006,1253.22998
,,,,,07/11/11,0.006,1261.119995
,,,,,08/11/11,0.012,1275.920044
,,,,,09/11/11,-0.037,1229.099976
,,,,,10/11/11,0.009,1239.699951
,,,,,11/11/11,0.019,1263.849976
,,,,,14/11/11,-0.01,1251.780029
,,,,,15/11/11,0.005,1257.810059
,,,,,16/11/11,-0.017,1236.910034
,,,,,17/11/11,-0.017,1216.130005
,,,,,18/11/11,0,1215.650024
,,,,,21/11/11,-0.019,1192.97998
,,,,,22/11/11,-0.004,1188.040039
,,,,,23/11/11,-0.022,1161.790039
,,,,,25/11/11,-0.003,1158.670044
,,,,,28/11/11,0.029,1192.550049
,,,,,29/11/11,0.002,1195.189941
,,,,,30/11/11,0.043,1246.959961
,,,,,01/12/11,-0.002,1244.579956
,,,,,02/12/11,0,1244.280029
,,,,,05/12/11,0.01,1257.079956
,,,,,06/12/11,0.001,1258.469971
,,,,,07/12/11,0.002,1261.01001
,,,,,08/12/11,-0.021,1234.349976
,,,,,09/12/11,0.017,1255.189941
,,,,,12/12/11,-0.015,1236.469971
,,,,,13/12/11,-0.009,1225.72998
,,,,,14/12/11,-0.011,1211.819946
,,,,,15/12/11,0.003,1215.75
,,,,,16/12/11,0.003,1219.660034
,,,,,19/12/11,-0.012,1205.349976
,,,,,20/12/11,0.03,1241.300049
,,,,,21/12/11,0.002,1243.719971
,,,,,22/12/11,0.008,1254
,,,,,23/12/11,0.009,1265.329956
,,,,,27/12/11,0,1265.430054
,,,,,28/12/11,-0.012,1249.640015
,,,,,29/12/11,0.011,1263.02002
,,,,,30/12/11,-0.004,1257.599976
,,,,,03/01/12,0.015,1277.060059
,,,,,04/01/12,0,1277.300049
,,,,,05/01/12,0.003,1281.060059
,,,,,06/01/12,-0.003,1277.810059
,,,,,09/01/12,0.002,1280.699951
,,,,,10/01/12,0.009,1292.079956
,,,,,11/01/12,0,1292.47998
,,,,,12/01/12,0.002,1295.5
,,,,,13/01/12,-0.005,1289.089966
,,,,,17/01/12,0.004,1293.670044
,,,,,18/01/12,0.011,1308.040039
,,,,,19/01/12,0.005,1314.5
,,,,,20/01/12,0.001,1315.380005
,,,,,23/01/12,0,1316
,,,,,24/01/12,-0.001,1314.650024
,,,,,25/01/12,0.009,1326.060059
,,,,,26/01/12,-0.006,1318.430054
,,,,,27/01/12,-0.002,1316.329956
,,,,,30/01/12,-0.003,1313.01001
,,,,,31/01/12,0,1312.410034
,,,,,01/02/12,0.009,1324.089966
,,,,,02/02/12,0.001,1325.540039
,,,,,03/02/12,0.015,1344.900024
,,,,,06/02/12,0,1344.329956
,,,,,07/02/12,0.002,1347.050049
,,,,,08/02/12,0.002,1349.959961
,,,,,09/02/12,0.001,1351.949951
,,,,,10/02/12,-0.007,1342.640015
,,,,,13/02/12,0.007,1351.77002
,,,,,14/02/12,-0.001,1350.5
,,,,,15/02/12,-0.005,1343.22998
,,,,,16/02/12,0.011,1358.040039
,,,,,17/02/12,0.002,1361.22998
,,,,,21/02/12,0.001,1362.209961
,,,,,22/02/12,-0.003,1357.660034
,,,,,23/02/12,0.004,1363.459961
,,,,,24/02/12,0.002,1365.73999
,,,,,27/02/12,0.001,1367.589966
,,,,,28/02/12,0.003,1372.180054
,,,,,29/02/12,-0.005,1365.680054
,,,,,01/03/12,0.006,1374.089966
,,,,,02/03/12,-0.003,1369.630005
,,,,,05/03/12,-0.004,1364.329956
,,,,,06/03/12,-0.015,1343.359985
,,,,,07/03/12,0.007,1352.630005
,,,,,08/03/12,0.01,1365.910034
,,,,,09/03/12,0.004,1370.869995
,,,,,12/03/12,0,1371.089966
,,,,,13/03/12,0.018,1395.949951
,,,,,14/03/12,-0.001,1394.280029
,,,,,15/03/12,0.006,1402.599976
,,,,,16/03/12,0.001,1404.170044
,,,,,19/03/12,0.004,1409.75
,,,,,20/03/12,-0.003,1405.52002
,,,,,21/03/12,-0.002,1402.890015
,,,,,22/03/12,-0.007,1392.780029
,,,,,23/03/12,0.003,1397.109985
,,,,,26/03/12,0.014,1416.51001
,,,,,27/03/12,-0.003,1412.52002
,,,,,28/03/12,-0.005,1405.540039
,,,,,29/03/12,-0.002,1403.280029
,,,,,30/03/12,0.004,1408.469971
,,,,,02/04/12,0.008,1419.040039
,,,,,03/04/12,-0.004,1413.380005
,,,,,04/04/12,-0.01,1398.959961
,,,,,05/04/12,-0.001,1398.079956
,,,,,09/04/12,-0.011,1382.199951
,,,,,10/04/12,-0.017,1358.589966
,,,,,11/04/12,0.007,1368.709961
,,,,,12/04/12,0.014,1387.569946
,,,,,13/04/12,-0.012,1370.26001
,,,,,16/04/12,-0.001,1369.569946
,,,,,17/04/12,0.015,1390.780029
,,,,,18/04/12,-0.004,1385.140015
,,,,,19/04/12,-0.006,1376.920044
,,,,,20/04/12,0.001,1378.530029
,,,,,23/04/12,-0.008,1366.939941
,,,,,24/04/12,0.004,1371.969971
,,,,,25/04/12,0.014,1390.689941
,,,,,26/04/12,0.007,1399.97998
,,,,,27/04/12,0.002,1403.359985
,,,,,30/04/12,-0.004,1397.910034
,,,,,01/05/12,0.006,1405.819946
,,,,,02/05/12,-0.002,1402.310059
,,,,,03/05/12,-0.008,1391.569946
,,,,,04/05/12,-0.016,1369.099976
,,,,,07/05/12,0,1369.579956
,,,,,08/05/12,-0.004,1363.719971
,,,,,09/05/12,-0.007,1354.579956
,,,,,10/05/12,0.003,1357.98999
,,,,,11/05/12,-0.003,1353.390015
,,,,,14/05/12,-0.011,1338.349976
,,,,,15/05/12,-0.006,1330.660034
,,,,,16/05/12,-0.004,1324.800049
,,,,,17/05/12,-0.015,1304.859985
,,,,,18/05/12,-0.007,1295.219971
,,,,,21/05/12,0.016,1315.98999
,,,,,22/05/12,0,1316.630005
,,,,,23/05/12,0.002,1318.859985
,,,,,24/05/12,0.001,1320.680054
,,,,,25/05/12,-0.002,1317.819946
,,,,,29/05/12,0.011,1332.420044
,,,,,30/05/12,-0.014,1313.319946
,,,,,31/05/12,-0.002,1310.329956
,,,,,01/06/12,-0.025,1278.040039
,,,,,04/06/12,0,1278.180054
,,,,,05/06/12,0.006,1285.5
,,,,,06/06/12,0.023,1315.130005
,,,,,07/06/12,0,1314.98999
,,,,,08/06/12,0.008,1325.660034
,,,,,11/06/12,-0.013,1308.930054
,,,,,12/06/12,0.012,1324.180054
,,,,,13/06/12,-0.007,1314.880005
,,,,,14/06/12,0.011,1329.099976
,,,,,15/06/12,0.01,1342.839966
,,,,,18/06/12,0.001,1344.780029
,,,,,19/06/12,0.01,1357.97998
,,,,,20/06/12,-0.002,1355.689941
,,,,,21/06/12,-0.022,1325.51001
,,,,,22/06/12,0.007,1335.02002
,,,,,25/06/12,-0.016,1313.719971
,,,,,26/06/12,0.005,1319.98999
,,,,,27/06/12,0.009,1331.849976
,,,,,28/06/12,-0.002,1329.040039
,,,,,29/06/12,0.025,1362.160034
,,,,,02/07/12,0.002,1365.51001
,,,,,03/07/12,0.006,1374.02002
,,,,,05/07/12,-0.005,1367.579956
,,,,,06/07/12,-0.009,1354.680054
,,,,,09/07/12,-0.002,1352.459961
,,,,,10/07/12,-0.008,1341.469971
,,,,,11/07/12,0,1341.449951
,,,,,12/07/12,-0.005,1334.76001
,,,,,13/07/12,0.016,1356.780029
,,,,,16/07/12,-0.002,1353.640015
,,,,,17/07/12,0.007,1363.670044
,,,,,18/07/12,0.007,1372.780029
,,,,,19/07/12,0.003,1376.51001
,,,,,20/07/12,-0.01,1362.660034
,,,,,23/07/12,-0.009,1350.52002
,,,,,24/07/12,-0.009,1338.310059
,,,,,25/07/12,0,1337.890015
,,,,,26/07/12,0.017,1360.02002
,,,,,27/07/12,0.019,1385.969971
,,,,,30/07/12,0,1385.300049
,,,,,31/07/12,-0.004,1379.319946
,,,,,01/08/12,-0.003,1375.319946
,,,,,02/08/12,-0.008,1365
,,,,,03/08/12,0.019,1390.98999
,,,,,06/08/12,0.002,1394.22998
,,,,,07/08/12,0.005,1401.349976
,,,,,08/08/12,0.001,1402.219971
,,,,,09/08/12,0,1402.800049
,,,,,10/08/12,0.002,1405.869995
,,,,,13/08/12,-0.001,1404.109985
,,,,,14/08/12,0,1403.930054
,,,,,15/08/12,0.001,1405.530029
,,,,,16/08/12,0.007,1415.51001
,,,,,17/08/12,0.002,1418.160034
,,,,,20/08/12,0,1418.130005
,,,,,21/08/12,-0.003,1413.170044
,,,,,22/08/12,0,1413.48999
,,,,,23/08/12,-0.008,1402.079956
,,,,,24/08/12,0.006,1411.130005
,,,,,27/08/12,0,1410.439941
,,,,,28/08/12,-0.001,1409.300049
,,,,,29/08/12,0.001,1410.48999
,,,,,30/08/12,-0.008,1399.47998
,,,,,31/08/12,0.005,1406.579956
,,,,,04/09/12,-0.001,1404.939941
,,,,,05/09/12,-0.001,1403.439941
,,,,,06/09/12,0.02,1432.119995
,,,,,07/09/12,0.004,1437.920044
,,,,,10/09/12,-0.006,1429.079956
,,,,,11/09/12,0.003,1433.560059
,,,,,12/09/12,0.002,1436.560059
,,,,,13/09/12,0.016,1459.98999
,,,,,14/09/12,0.004,1465.77002
,,,,,17/09/12,-0.003,1461.189941
,,,,,18/09/12,-0.001,1459.319946
,,,,,19/09/12,0.001,1461.050049
,,,,,20/09/12,-0.001,1460.26001
,,,,,21/09/12,0,1460.150024
,,,,,24/09/12,-0.002,1456.890015
,,,,,25/09/12,-0.011,1441.589966
,,,,,26/09/12,-0.006,1433.319946
,,,,,27/09/12,0.01,1447.150024
,,,,,28/09/12,-0.004,1440.670044
,,,,,01/10/12,0.003,1444.48999
,,,,,02/10/12,0.001,1445.75
,,,,,03/10/12,0.004,1450.98999
,,,,,04/10/12,0.007,1461.400024
,,,,,05/10/12,0,1460.930054
,,,,,08/10/12,-0.003,1455.880005
,,,,,09/10/12,-0.01,1441.47998
,,,,,10/10/12,-0.006,1432.560059
,,,,,11/10/12,0,1432.839966
,,,,,12/10/12,-0.003,1428.589966
,,,,,15/10/12,0.008,1440.130005
,,,,,16/10/12,0.01,1454.920044
,,,,,17/10/12,0.004,1460.910034
,,,,,18/10/12,-0.002,1457.339966
,,,,,19/10/12,-0.017,1433.189941
,,,,,22/10/12,0,1433.819946
,,,,,23/10/12,-0.014,1413.109985
,,,,,24/10/12,-0.003,1408.75
,,,,,25/10/12,0.003,1412.969971
,,,,,26/10/12,-0.001,1411.939941
,,,,,31/10/12,0,1412.160034
,,,,,01/11/12,0.011,1427.589966
,,,,,02/11/12,-0.009,1414.199951
,,,,,05/11/12,0.002,1417.26001
,,,,,06/11/12,0.008,1428.390015
,,,,,07/11/12,-0.024,1394.530029
,,,,,08/11/12,-0.012,1377.51001
,,,,,09/11/12,0.002,1379.849976
,,,,,12/11/12,0,1380.030029
,,,,,13/11/12,-0.004,1374.530029
,,,,,14/11/12,-0.014,1355.48999
,,,,,15/11/12,-0.002,1353.329956
,,,,,16/11/12,0.005,1359.880005
,,,,,19/11/12,0.02,1386.890015
,,,,,20/11/12,0.001,1387.810059
,,,,,21/11/12,0.002,1391.030029
,,,,,23/11/12,0.013,1409.150024
,,,,,26/11/12,-0.002,1406.290039
,,,,,27/11/12,-0.005,1398.939941
,,,,,28/11/12,0.008,1409.930054
,,,,,29/11/12,0.004,1415.949951
,,,,,30/11/12,0,1416.180054
,,,,,03/12/12,-0.005,1409.459961
,,,,,04/12/12,-0.002,1407.050049
,,,,,05/12/12,0.002,1409.280029
,,,,,06/12/12,0.003,1413.939941
,,,,,07/12/12,0.003,1418.069946
,,,,,10/12/12,0,1418.550049
,,,,,11/12/12,0.007,1427.839966
,,,,,12/12/12,0,1428.47998
,,,,,13/12/12,-0.006,1419.449951
,,,,,14/12/12,-0.004,1413.579956
,,,,,17/12/12,0.012,1430.359985
,,,,,18/12/12,0.011,1446.790039
,,,,,19/12/12,-0.008,1435.810059
,,,,,20/12/12,0.005,1443.689941
,,,,,21/12/12,-0.009,1430.150024
,,,,,24/12/12,-0.002,1426.660034
,,,,,26/12/12,-0.005,1419.829956
,,,,,27/12/12,-0.001,1418.099976
,,,,,28/12/12,-0.011,1402.430054
,,,,,31/12/12,0.017,1426.189941
,,,,,02/01/13,0.025,1462.420044
,,,,,03/01/13,-0.002,1459.369995
,,,,,04/01/13,0.005,1466.469971
,,,,,07/01/13,-0.003,1461.890015
,,,,,08/01/13,-0.003,1457.150024
,,,,,09/01/13,0.003,1461.02002
,,,,,10/01/13,0.008,1472.119995
,,,,,11/01/13,0,1472.050049
,,,,,14/01/13,-0.001,1470.680054
,,,,,15/01/13,0.001,1472.339966
,,,,,16/01/13,0,1472.630005
,,,,,17/01/13,0.006,1480.939941
,,,,,18/01/13,0.003,1485.97998
,,,,,22/01/13,0.004,1492.560059
,,,,,23/01/13,0.002,1494.810059
,,,,,24/01/13,0,1494.819946
,,,,,25/01/13,0.005,1502.959961
,,,,,28/01/13,-0.002,1500.180054
,,,,,29/01/13,0.005,1507.839966
,,,,,30/01/13,-0.004,1501.959961
,,,,,31/01/13,-0.003,1498.109985
,,,,,01/02/13,0.01,1513.170044
,,,,,04/02/13,-0.012,1495.709961
,,,,,05/02/13,0.01,1511.290039
,,,,,06/02/13,0.001,1512.119995
,,,,,07/02/13,-0.002,1509.390015
,,,,,08/02/13,0.006,1517.930054
,,,,,11/02/13,-0.001,1517.01001
,,,,,12/02/13,0.002,1519.430054
,,,,,13/02/13,0.001,1520.329956
,,,,,14/02/13,0.001,1521.380005
,,,,,15/02/13,-0.001,1519.790039
,,,,,19/02/13,0.007,1530.939941
,,,,,20/02/13,-0.012,1511.949951
,,,,,21/02/13,-0.006,1502.420044
,,,,,22/02/13,0.009,1515.599976
,,,,,25/02/13,-0.018,1487.849976
,,,,,26/02/13,0.006,1496.939941
,,,,,27/02/13,0.013,1515.98999
,,,,,28/02/13,-0.001,1514.680054
,,,,,01/03/13,0.002,1518.199951
,,,,,04/03/13,0.005,1525.199951
,,,,,05/03/13,0.01,1539.790039
,,,,,06/03/13,0.001,1541.459961
,,,,,07/03/13,0.002,1544.26001
,,,,,08/03/13,0.004,1551.180054
,,,,,11/03/13,0.003,1556.219971
,,,,,12/03/13,-0.002,1552.47998
,,,,,13/03/13,0.001,1554.52002
,,,,,14/03/13,0.006,1563.22998
,,,,,15/03/13,-0.002,1560.699951
,,,,,18/03/13,-0.006,1552.099976
,,,,,19/03/13,-0.002,1548.339966
,,,,,20/03/13,0.007,1558.709961
,,,,,21/03/13,-0.008,1545.800049
,,,,,22/03/13,0.007,1556.890015
,,,,,25/03/13,-0.003,1551.689941
,,,,,26/03/13,0.008,1563.77002
,,,,,27/03/13,-0.001,1562.849976
,,,,,28/03/13,0.004,1569.189941
,,,,,01/04/13,-0.004,1562.170044
,,,,,02/04/13,0.005,1570.25
,,,,,03/04/13,-0.011,1553.689941
,,,,,04/04/13,0.004,1559.97998
,,,,,05/04/13,-0.004,1553.280029
,,,,,08/04/13,0.006,1563.069946
,,,,,09/04/13,0.004,1568.609985
,,,,,10/04/13,0.012,1587.72998
,,,,,11/04/13,0.004,1593.369995
,,,,,12/04/13,-0.003,1588.849976
,,,,,15/04/13,-0.023,1552.359985
,,,,,16/04/13,0.014,1574.569946
,,,,,17/04/13,-0.014,1552.01001
,,,,,18/04/13,-0.007,1541.609985
,,,,,19/04/13,0.009,1555.25
,,,,,22/04/13,0.005,1562.5
,,,,,23/04/13,0.01,1578.780029
,,,,,24/04/13,0,1578.790039
,,,,,25/04/13,0.004,1585.160034
,,,,,26/04/13,-0.002,1582.23999
,,,,,29/04/13,0.007,1593.609985
,,,,,30/04/13,0.002,1597.569946
,,,,,01/05/13,-0.009,1582.699951
,,,,,02/05/13,0.009,1597.589966
,,,,,03/05/13,0.011,1614.420044
,,,,,06/05/13,0.002,1617.5
,,,,,07/05/13,0.005,1625.959961
,,,,,08/05/13,0.004,1632.689941
,,,,,09/05/13,-0.004,1626.670044
,,,,,10/05/13,0.004,1633.699951
,,,,,13/05/13,0,1633.77002
,,,,,14/05/13,0.01,1650.339966
,,,,,15/05/13,0.005,1658.780029
,,,,,16/05/13,-0.005,1650.469971
,,,,,17/05/13,0.01,1667.469971
,,,,,20/05/13,-0.001,1666.290039
,,,,,21/05/13,0.002,1669.160034
,,,,,22/05/13,-0.008,1655.349976
,,,,,23/05/13,-0.003,1650.51001
,,,,,24/05/13,-0.001,1649.599976
,,,,,28/05/13,0.006,1660.060059
,,,,,29/05/13,-0.007,1648.359985
,,,,,30/05/13,0.004,1654.410034
,,,,,31/05/13,-0.014,1630.73999
,,,,,03/06/13,0.006,1640.420044
,,,,,04/06/13,-0.006,1631.380005
,,,,,05/06/13,-0.014,1608.900024
,,,,,06/06/13,0.008,1622.560059
,,,,,07/06/13,0.013,1643.380005
,,,,,10/06/13,0,1642.810059
,,,,,11/06/13,-0.01,1626.130005
,,,,,12/06/13,-0.008,1612.52002
,,,,,13/06/13,0.015,1636.359985
,,,,,14/06/13,-0.006,1626.72998
,,,,,17/06/13,0.008,1639.040039
,,,,,18/06/13,0.008,1651.810059
,,,,,19/06/13,-0.014,1628.930054
,,,,,20/06/13,-0.025,1588.189941
,,,,,21/06/13,0.003,1592.430054
,,,,,24/06/13,-0.012,1573.089966
,,,,,25/06/13,0.009,1588.030029
,,,,,26/06/13,0.01,1603.26001
,,,,,27/06/13,0.006,1613.199951
,,,,,28/06/13,-0.004,1606.280029
,,,,,01/07/13,0.005,1614.959961
,,,,,02/07/13,-0.001,1614.079956
,,,,,03/07/13,0.001,1615.410034
,,,,,05/07/13,0.01,1631.890015
,,,,,08/07/13,0.005,1640.459961
,,,,,09/07/13,0.007,1652.319946
,,,,,10/07/13,0,1652.619995
,,,,,11/07/13,0.014,1675.02002
,,,,,12/07/13,0.003,1680.189941
,,,,,15/07/13,0.001,1682.5
,,,,,16/07/13,-0.004,1676.26001
,,,,,17/07/13,0.003,1680.910034
,,,,,18/07/13,0.005,1689.369995
,,,,,19/07/13,0.002,1692.089966
,,,,,22/07/13,0.002,1695.530029
,,,,,23/07/13,-0.002,1692.390015
,,,,,24/07/13,-0.004,1685.939941
,,,,,25/07/13,0.003,1690.25
,,,,,26/07/13,0.001,1691.650024
,,,,,29/07/13,-0.004,1685.329956
,,,,,30/07/13,0,1685.959961
,,,,,31/07/13,0,1685.72998
,,,,,01/08/13,0.013,1706.869995
,,,,,02/08/13,0.002,1709.670044
,,,,,05/08/13,-0.001,1707.140015
,,,,,06/08/13,-0.006,1697.369995
,,,,,07/08/13,-0.004,1690.910034
,,,,,08/08/13,0.004,1697.47998
,,,,,09/08/13,-0.004,1691.420044
,,,,,12/08/13,-0.001,1689.469971
,,,,,13/08/13,0.003,1694.160034
,,,,,14/08/13,-0.005,1685.390015
,,,,,15/08/13,-0.014,1661.319946
,,,,,16/08/13,-0.003,1655.829956
,,,,,19/08/13,-0.006,1646.060059
,,,,,20/08/13,0.004,1652.349976
,,,,,21/08/13,-0.006,1642.800049
,,,,,22/08/13,0.009,1656.959961
,,,,,23/08/13,0.004,1663.5
,,,,,26/08/13,-0.004,1656.780029
,,,,,27/08/13,-0.016,1630.47998
,,,,,28/08/13,0.003,1634.959961
,,,,,29/08/13,0.002,1638.170044
,,,,,30/08/13,-0.003,1632.969971
,,,,,03/09/13,0.004,1639.77002
,,,,,04/09/13,0.008,1653.079956
,,,,,05/09/13,0.001,1655.079956
,,,,,06/09/13,0,1655.170044
,,,,,09/09/13,0.01,1671.709961
,,,,,10/09/13,0.007,1683.98999
,,,,,11/09/13,0.003,1689.130005
,,,,,12/09/13,-0.003,1683.420044
,,,,,13/09/13,0.003,1687.98999
,,,,,16/09/13,0.006,1697.599976
,,,,,17/09/13,0.004,1704.76001
,,,,,18/09/13,0.012,1725.52002
,,,,,19/09/13,-0.002,1722.339966
,,,,,20/09/13,-0.007,1709.910034
,,,,,23/09/13,-0.005,1701.839966
,,,,,24/09/13,-0.003,1697.420044
,,,,,25/09/13,-0.003,1692.77002
,,,,,26/09/13,0.003,1698.670044
,,,,,27/09/13,-0.004,1691.75
,,,,,30/09/13,-0.006,1681.550049
,,,,,01/10/13,0.008,1695
,,,,,02/10/13,-0.001,1693.869995
,,,,,03/10/13,-0.009,1678.660034
,,,,,04/10/13,0.007,1690.5
,,,,,07/10/13,-0.009,1676.119995
,,,,,08/10/13,-0.012,1655.449951
,,,,,09/10/13,0.001,1656.400024
,,,,,10/10/13,0.022,1692.560059
,,,,,11/10/13,0.006,1703.199951
,,,,,14/10/13,0.004,1710.140015
,,,,,15/10/13,-0.007,1698.060059
,,,,,16/10/13,0.014,1721.540039
,,,,,17/10/13,0.007,1733.150024
,,,,,18/10/13,0.007,1744.5
,,,,,21/10/13,0,1744.660034
,,,,,22/10/13,0.006,1754.670044
,,,,,23/10/13,-0.005,1746.380005
,,,,,24/10/13,0.003,1752.069946
